filename,title,description,feature,topic,role,level
./help/administration/using/sms-protocol.md,SMS connector protocol and settings,Learn more on the SMS connector and how to configure it.,Instance Settings,,Administrator,Experienced
./help/administration/using/troubleshooting-sms.md,SMS troubleshooting,SMS troubleshooting,Instance Settings,,Administrator,Experienced
./help/administration/using/about-campaign-standard-settings.md,About Campaign Standard settings,About Campaign Standard settings,Instance Settings,,Administrator,Experienced
./help/administration/using/external-accounts.md,External accounts,Configure external accounts to set up connections with external systems such as SFTP servers.,Instance Settings,,Administrator,Experienced
./help/administration/using/target-mappings-in-campaign.md,Target mappings in Campaign,Target mappings are technical objects used by Campaign in order to deliver messages. They contain all the technical settings required to send deliveries.,Instance Settings,,Administrator,Experienced
./help/administration/using/technical-workflows.md,Technical workflows,"Technical workflows are out-of-the-box workflows designed to handle background technical processes in Adobe Campaign, ensuring correct behaviour of the platform.",Instance Settings,,Administrator,Experienced
./help/administration/using/branding.md,Branding,Discover all the tools available to manage your branding identities.,Instance Settings,,Administrator,Experienced
./help/administration/using/sending-internal-notifications.md,Sending internal notifications,Learn how to send real-time system notifications to your Adobe Campaign users.,Instance Settings,,Administrator,Experienced
./help/administration/using/data-retention.md,Data retention,,Instance Settings,,Administrator,Experienced
./help/administration/using/updates-and-maintenance-operations.md,Updates and maintenance operations,,Instance Settings,,Administrator,Experienced
./help/api/using/get-started-apis.md,Get started with Campaign Standard APIs,Create integrations and build your own ecosystem by interfacing Campaign with a panel of technologies.,API,,Data Engineer,Experienced
./help/api/using/why-using-campaign-standard-apis.md,Why use Campaign Standard APIs?,Learn more on Campaign Standard APIs and why using them.,API,,Data Engineer,Experienced
./help/api/using/setting-up-api-access.md,Setting-up API access,Learn how to set up access to Campaign Standard APIs.,API,,Data Engineer,Experienced
./help/api/using/must-read.md,Must-read,Must-read before using APIs.,API,,Data Engineer,Experienced
./help/api/using/endpoints.md,Endpoints,Learn more about the APIs endpoints.,API,,Data Engineer,Experienced
./help/api/using/metadata-mechanism.md,Metadata mechanism,Learn more about metadata mechanism.,API,,Data Engineer,Experienced
./help/api/using/verbs.md,GET / POST / PATCH / DELETE verbs,Learn more about the verbs used in Campaign Standard APIs.,API,,Data Engineer,Experienced
./help/api/using/sorting.md,Sorting,Learn more how to perform sorting operations,API,,Data Engineer,Experienced
./help/api/using/filtering.md,Filtering,Learn how to perform filtering operations.,API,,Data Engineer,Experienced
./help/api/using/counting.md,Counting,Learn how to perform count operations.,API,,Data Engineer,Experienced
./help/api/using/pagination.md,Pagination,Learn how to perform pagination operations.,API,,Data Engineer,Experienced
./help/api/using/custom-resources.md,Custom resources,Learn more about custom resources management with APIs/,API,,Data Engineer,Experienced
./help/api/using/interacting-with-custom-resources.md,Custom resources,Learn more about custom resources management with APIs/,API,,Data Engineer,Experienced
./help/api/using/retrieving-profiles.md,Retrieving profiles,Learn more how to retrieve profiles with APIs.,API,,Data Engineer,Experienced
./help/api/using/updating-profiles.md,Updating profiles,Learn more how to update profiles with APIs.,API,,Data Engineer,Experienced
./help/api/using/creating-profiles.md,Creating profiles,Learn more how to create profiles with APIs.,API,,Data Engineer,Experienced
./help/api/using/creating-a-service.md,Creating a service,Learn how to create a service with APIs.,API,,Data Engineer,Experienced
./help/api/using/retrieving-subscriptions.md,Retrieving subscriptions,Learn how to retrieve subscriptions with APIs.,API,,Data Engineer,Experienced
./help/api/using/perform-subscriptions.md,Performing subscriptions,Learn how to perform subscriptions with APIs.,API,,Data Engineer,Experienced
./help/api/using/deleting-subscriptions.md,Deleting subscriptions,Learn how to delete subscriptions with APIs.,API,,Data Engineer,Experienced
./help/api/using/interacting-with-marketing-history.md,Interacting with marketing history,Learn how to interact with profiles' marketing history.,API,,Data Engineer,Experienced
./help/api/using/creating-a-privacy-request.md,Creating a privacy request,Learn how to create a privacy request with APIs,API,,Data Engineer,Experienced
./help/api/using/monitoring-a-privacy-request.md,Monitoring a privacy request,Learn how to monitor a privacy request with APIs,API,,Data Engineer,Experienced
./help/api/using/retrieving-privacy-data-files.md,Retrieving privacy data files,Learn how to retrieve privacy data files with APIs,API,,Data Engineer,Experienced
./help/api/using/managing-ccpa-opt-out.md,Managing CCPA opt-out,Learn how to manage CCPA opt-out with APIs,API,,Data Engineer,Experienced
./help/api/using/managing-transactional-messages.md,Managing transactional messages,Learn how to manage transactional messages with APIs.,API,,Data Engineer,Experienced
./help/api/using/controlling-a-workflow.md,Controlling a workflow,Learn how to control a workflow with APIs.,API,,Data Engineer,Experienced
./help/api/using/triggering-a-signal-activity.md,Triggering a signal activity,Learn how to trigger a signal activity with APIs.,API,,Data Engineer,Experienced
./help/api/using/retrieving-an-organizational-unit.md,Retrieving a profile's Organizational unit,Learn how to a profile's Organizational unit with APIs.,API,,Data Engineer,Experienced
./help/api/using/updating-profile-organizational-unit.md,Updating a profile's Organizational unit,Learn how to update a profile's Organizational unit with APIs.,API,,Data Engineer,Experienced
./help/api/using/updating-organizational-unit-attributes.md, Updating an Organizational unit attributes,Learn how to update an Organizational unit attributes,API,,Data Engineer,Experienced
./help/api/using/retrieving-a-geographical-unit.md, Retrieving a profile's Geographical unit,Learn how to retrieve a profile's Geographical unit with APIs.,API,,Data Engineer,Experienced
./help/api/using/updating-a-geographical-unit.md,Updating a profile's Geographical unit,Learn how to manage geographical units with APIs.,API,,Data Engineer,Experienced
./help/api/using/updating-geographical-unit-attributes.md,Updating a Geographical unit attributes,Learn how to update a Geographical unit attributes with APIs,API,,Data Engineer,Experienced
./help/api/using/troubleshooting.md,Troubleshooting,Learn more about  common issues related Campaign Standard APIs.,API,,Data Engineer,Experienced
